ID,Grupo,Aleatorizacao,Bloco_Apresentacao,Ordem_Apresentacao,Codigo_Pseudo,Pseudopalavra,Vizinhanca_Fonologica,Vizinhanca_Tonicidade,Tonicidade_Producao,Informante,Tempo_Resposta,Palavra_Alvo,Tonicidade_Alvo,Estrutura_Palavra,Segmento_Modificado,Taxa_Similaridade,Validacao,Taxa_Validacao,Silaba_Modificada,Idade,Genero,Escolaridade,Area_Formacao,Linguas,Musica,Naturalidade
6368,2,s,2,67,105,pipalor,NA,NA,oxítona,G.P.,0,popular,oxítona,CV-CV-CVC,vogal,3,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6369,1,s,2,68,174,copital,NA,NA,oxítona,G.P.,0,capital,oxítona,CV-CV-CVC,vogal,2,s,10,1,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6370,3,s,2,69,123,becador,NA,NA,proparoxítona,G.P.,0,secador,oxítona,CV-CV-CVC,consoante,3,s,8,1,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6371,4,s,2,70,152,jepatar,NA,NA,oxítona,G.P.,0,júpiter,proparoxítona,CV-CV-CVC,vogal,3,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6372,3,s,2,71,172,muvavel,NA,NA,paroxítona,G.P.,0,mutável,paroxítona,CV-CV-CVC,consoante,3,s,9,2,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6373,4,s,2,72,113,tapina,tapinha_4,paroxitona_10,paroxítona,G.P.,0,sádica,proparoxítona,CV-CV-CV,consoante,5,n,4,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6374,1,s,2,73,94,pocevel,NA,NA,oxítona,G.P.,0,possível,paroxítona,CV-CV-CVC,vogal,2,s,9,2,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6375,4,s,2,74,166,puvebal,NA,NA,oxítona,G.P.,0,funeral,oxítona,CV-CV-CVC,consoante,6,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6376,2,s,2,75,148,futira,$f(C)Vt_10,paroxitona_9,paroxítona,G.P.,0,futuro,paroxítona,CV-CV-CV,vogal,2,n,4,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6377,3,s,2,76,128,safuri,NA,NA,paroxítona,G.P.,0,safári,paroxítona,CV-CV-CV,vogal,3,s,9,2,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6378,4,s,2,77,96,fabeta,NA,NA,paroxítona,G.P.,0,mazela,paroxítona,CV-CV-CV,consoante,7,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6379,2,s,2,78,108,dalapo,NA,NA,paroxítona,G.P.,0,passado,paroxítona,CV-CV-CV,consoante,6,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6380,1,s,2,79,159,siretor,NA,NA,oxítona,G.P.,0,diretor,oxítona,CV-CV-CVC,consoante,2,s,9,1,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6381,3,s,2,80,124,mutevel,NA,NA,oxítona,G.P.,0,mutável,paroxítona,CV-CV-CVC,vogal,2,s,10,2,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6382,2,s,2,81,119,coduga,NA,NA,paroxítona,G.P.,0,código,proparoxítona,CV-CV-CV,vogal,2,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6383,3,s,2,82,168,codaver,NA,NA,oxítona,G.P.,0,cadáver,paroxítona,CV-CV-CVC,vogal,2,s,9,1,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6384,3,s,2,83,104,secader,NA,NA,oxítona,G.P.,0,secador,oxítona,CV-CV-CVC,vogal,2,s,9,1,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6385,2,s,2,85,154,bavaga,NA,NA,oxítona,G.P.,0,canadá,oxítona,CV-CV-CV,consoante,5,s,1,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6386,2,s,2,87,122,pitidar,NA,NA,oxítona,G.P.,0,militar,oxítona,CV-CV-CVC,consoante,5,s,1,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6387,1,s,2,88,185,nitural,NA,NA,oxítona,G.P.,0,natural,oxítona,CV-CV-CVC,vogal,3,s,10,1,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6388,2,s,2,89,115,camate,NA,NA,oxítona,G.P.,0,comitê,oxítona,CV-CV-CV,vogal,2,q,3,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6389,3,s,2,90,169,secadar,NA,NA,oxítona,G.P.,0,secador,oxítona,CV-CV-CVC,vogal,1,s,10,3,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6390,1,s,2,91,158,cacater,NA,NA,oxítona,G.P.,0,caráter,paroxítona,CV-CV-CVC,consoante,3,s,10,2,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6391,4,s,2,92,143,capeca,NA,NA,paroxítona,G.P.,0,mazela,paroxítona,CV-CV-CV,consoante,9,q,3,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6392,2,s,2,93,164,dipinar,nar_oxitono_10,oxitona_10,oxítona,G.P.,0,militar,oxítona,CV-CV-CVC,consoante,7,n,4,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6393,4,s,3,2,261,comalo,NA,NA,oxítona,G.P.,0,camelô,oxítona,CV-CV-CV,vogal,2,q,3,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6394,1,s,3,3,222,figuri,NA,NA,oxítona,G.P.,0,figura,paroxítona,CV-CV-CV,vogal,3,s,9,3,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6395,1,s,3,4,253,diretur,NA,NA,oxítona,G.P.,0,diretor,oxítona,CV-CV-CVC,vogal,3,s,9,3,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6396,1,s,3,5,263,bocivel,NA,NA,paroxítona,G.P.,0,possível,paroxítona,CV-CV-CVC,consoante,1,q,7,1,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6397,2,s,3,6,248,cunoda,NA,NA,oxítona,G.P.,0,canadá,oxítona,CV-CV-CV,vogal,2,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6398,2,s,3,7,273,lenipa,NA,NA,oxítona,G.P.,0,medida,paroxítona,CV-CV-CV,consoante,5,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6399,1,s,3,8,264,numaro,NA,NA,oxítona,G.P.,0,número,proparoxítona,CV-CV-CV,vogal,1,s,8,2,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6400,3,s,3,9,232,zutavel,avel_paroxitono_8,paroxitona_10,oxítona,G.P.,0,mutável,paroxítona,CV-CV-CVC,consoante,2,n,3,1,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6401,1,s,3,10,255,difibil,NA,NA,paroxítona,G.P.,0,difícil,paroxítona,CV-CV-CVC,consoante,3,s,9,3,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6402,1,s,3,11,198,pocibel,NA,NA,paroxítona,G.P.,0,possível,paroxítona,CV-CV-CVC,consoante,2,s,8,3,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6403,1,s,3,12,272,camite,$caN_7,oxitona_4,paroxítona,G.P.,0,comitê,oxítona,CV-CV-CV,vogal,1,n,4,1,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6404,2,s,3,13,240,lonutar,NA,NA,oxítona,G.P.,0,popular,oxítona,CV-CV-CVC,consoante,8,s,1,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6405,4,s,3,14,207,firafe,girafa_4,paroxitona_10,oxítona,G.P.,0,farofa,paroxítona,CV-CV-CV,vogal,3,n,4,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6406,3,s,3,15,205,patala,ada_paroxitono_3,proparoxitona_6,oxítona,G.P.,0,pétala,proparoxítona,CV-CV-CV,vogal,1,n,6,1,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6407,1,s,3,16,244,cidadu,NA,NA,oxítona,G.P.,0,cidade,paroxítona,CV-CV-CV,vogal,3,s,9,3,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6408,1,s,3,17,194,parafa,$para_7,paroxitona_8,oxítona,G.P.,0,paraná,oxítona,CV-CV-CV,consoante,3,n,0,3,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6409,1,s,3,18,276,diredor,NA,NA,oxítona,G.P.,0,diretor,oxítona,CV-CV-CVC,consoante,1,s,10,3,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6410,2,s,3,19,267,corutar,NA,NA,oxítona,G.P.,0,caráter,paroxítona,CV-CV-CVC,vogal,3,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6411,4,s,3,20,192,fapatil,NA,NA,oxítona,G.P.,0,lavável,paroxítona,CV-CV-CVC,consoante,10,s,1,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6412,1,s,3,22,226,tobela,NA,NA,paroxítona,G.P.,0,tabela,paroxítona,CV-CV-CV,vogal,2,s,10,3,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6413,4,s,3,23,227,cubere,NA,NA,oxítona,G.P.,0,cabaré,oxítona,CV-CV-CV,vogal,2,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6414,1,s,3,24,225,digura,NA,NA,paroxítona,G.P.,0,figura,paroxítona,CV-CV-CV,consoante,3,s,8,1,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6415,2,s,3,26,218,mogutar,NA,NA,oxítona,G.P.,0,popular,oxítona,CV-CV-CVC,consoante,6,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6416,2,s,3,27,235,zofire,NA,NA,oxítona,G.P.,0,comitê,oxítona,CV-CV-CV,consoante,8,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6417,1,s,3,28,275,caruter,NA,NA,oxítona,G.P.,0,caráter,paroxítona,CV-CV-CVC,vogal,3,s,9,2,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6418,4,s,3,29,213,sedoca,NA,NA,proparoxítona,G.P.,0,sádica,proparoxítona,CV-CV-CV,vogal,2,q,3,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6419,3,s,3,30,223,rucital,NA,NA,oxítona,G.P.,0,recital,oxítona,CV-CV-CVC,vogal,3,s,9,1,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6420,1,s,3,31,209,natupal,NA,NA,oxítona,G.P.,0,natural,oxítona,CV-CV-CVC,consoante,3,s,9,3,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6421,3,s,3,32,202,mitavel,NA,NA,paroxítona,G.P.,0,mutável,paroxítona,CV-CV-CVC,vogal,3,s,9,1,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6422,3,s,3,33,201,juputer,NA,NA,proparoxítona,G.P.,0,júpiter,proparoxítona,CV-CV-CVC,vogal,3,s,10,2,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6423,2,s,3,34,274,camota,NA,NA,paroxítona,G.P.,0,comitê,oxítona,CV-CV-CV,vogal,3,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6424,4,s,3,35,191,barane,NA,NA,oxítona,G.P.,0,cabaré,oxítona,CV-CV-CV,consoante,5,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6425,2,s,3,36,257,nubuvo,NA,NA,proparoxítona,G.P.,0,futuro,paroxítona,CV-CV-CV,consoante,7,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6426,3,s,3,37,206,jupitor,NA,NA,oxítona,G.P.,0,júpiter,proparoxítona,CV-CV-CVC,vogal,2,s,9,3,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6427,3,s,3,38,247,recitol,$reci_9,oxitona_7,oxítona,G.P.,0,recital,oxítona,CV-CV-CVC,vogal,2,n,4,3,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6428,1,s,3,39,189,nupero,NA,NA,proparoxítona,G.P.,0,número,proparoxítona,CV-CV-CV,consoante,2,s,9,2,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6429,4,s,3,40,245,subata,NA,NA,paroxítona,G.P.,0,súbito,proparoxítona,CV-CV-CV,vogal,2,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6430,3,s,3,41,211,tupiter,NA,NA,oxítona,G.P.,0,júpiter,proparoxítona,CV-CV-CVC,consoante,3,s,9,1,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6431,2,s,3,42,210,fetara,NA,NA,paroxítona,G.P.,0,futuro,paroxítona,CV-CV-CV,vogal,2,s,1,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6432,4,s,3,43,259,pifitar,NA,NA,oxítona,G.P.,0,liminar,oxítona,CV-CV-CVC,consoante,8,s,1,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6433,3,s,3,44,220,mutaval,NA,NA,oxítona,G.P.,0,mutável,paroxítona,CV-CV-CVC,vogal,1,s,8,3,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6434,2,s,3,45,212,gonitel,NA,NA,oxítona,G.P.,0,possível,paroxítona,CV-CV-CVC,consoante,8,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6435,2,s,3,46,233,midode,NA,NA,oxítona,G.P.,0,medida,paroxítona,CV-CV-CV,vogal,3,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6436,3,s,3,47,246,secodor,NA,NA,oxítona,G.P.,0,secador,oxítona,CV-CV-CVC,vogal,2,s,9,2,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6437,3,s,3,48,258,sacolo,NA,NA,paroxítona,G.P.,0,sacola,paroxítona,CV-CV-CV,vogal,2,s,9,3,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6438,2,s,3,49,187,coruter,NA,NA,oxítona,G.P.,0,caráter,paroxítona,CV-CV-CVC,vogal,2,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6439,3,s,3,50,266,petula,NA,NA,proparoxítona,G.P.,0,pétala,proparoxítona,CV-CV-CV,vogal,3,s,9,2,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6440,2,s,3,51,217,pacido,NA,NA,paroxítona,G.P.,0,passado,paroxítona,CV-CV-CV,vogal,1,q,3,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6441,1,s,3,52,214,parena,eCa_paroxitona_6,paroxitona_9,paroxítona,G.P.,0,paraná,oxítona,CV-CV-CV,vogal,2,n,1,2,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6442,1,s,3,53,224,cidide,NA,NA,paroxítona,G.P.,0,cidade,paroxítona,CV-CV-CV,vogal,3,s,8,2,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6443,1,s,3,54,277,canadu,$can_9,paroxitona_oxitona_5,oxítona,G.P.,0,canadá,oxítona,CV-CV-CV,vogal,3,n,5,3,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6444,4,s,3,55,228,sebeta,NA,NA,paroxítona,G.P.,0,súbito,proparoxítona,CV-CV-CV,vogal,3,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6445,4,s,3,56,234,sobite,NA,NA,oxítona,G.P.,0,súbito,proparoxítona,CV-CV-CV,vogal,3,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6446,3,s,3,57,249,davavel,avel_paroxitono_9,paroxitona_10,oxítona,G.P.,0,lavável,paroxítona,CV-CV-CVC,consoante,1,n,5,1,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6447,3,s,3,58,252,lavatel,NA,NA,oxítona,G.P.,0,lavável,paroxítona,CV-CV-CVC,consoante,3,s,9,3,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6448,3,s,3,59,230,javari,NA,NA,oxítona,G.P.,0,javali,oxítona,CV-CV-CV,consoante,1,s,10,3,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6449,3,s,3,60,269,tisoca,oca_paroxitona_5,paroxitona_10,paroxítona,G.P.,0,tísica,proparoxítona,CV-CV-CV,vogal,2,n,0,3,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6450,4,s,3,61,271,motevel,motel_5,oxitona_6,oxítona,G.P.,0,mutável,paroxítona,CV-CV-CVC,vogal,2,n,5,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6451,1,s,3,62,199,perana,ana_paroxitona_5,paroxitona_10,paroxítona,G.P.,0,paraná,oxítona,CV-CV-CV,vogal,3,n,0,1,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6452,3,s,3,63,243,taleto,talento_8,paroxitona_8,paroxítona,G.P.,0,paletó,oxítona,CV-CV-CV,consoante,1,n,2,1,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6453,4,s,3,64,204,tafeno,NA,NA,paroxítona,G.P.,0,jaleco,paroxítona,CV-CV-CV,consoante,9,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6454,2,s,3,65,254,dafocol,NA,NA,oxítona,G.P.,0,difícil,paroxítona,CV-CV-CVC,vogal,3,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6455,1,s,3,66,237,pocivol,NA,NA,oxítona,G.P.,0,possível,paroxítona,CV-CV-CVC,vogal,2,s,8,3,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6456,1,s,3,67,231,zidade,NA,NA,paroxítona,G.P.,0,cidade,paroxítona,CV-CV-CV,consoante,1,s,8,1,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6457,3,s,3,68,250,coceca,coCega_proparoxitona_7,proparoxitona_7,proparoxítona,G.P.,0,cócega,proparoxítona,CV-CV-CV,consoante,1,n,6,3,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6458,1,s,3,69,236,lumero,NA,NA,proparoxítona,G.P.,0,número,proparoxítona,CV-CV-CV,consoante,1,s,9,1,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6459,1,s,3,70,219,comote,ote_paroxitono_8,paroxitona_10,paroxítona,G.P.,0,comitê,oxítona,CV-CV-CV,vogal,2,n,0,2,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6460,2,s,3,71,215,narafo,NA,NA,paroxítona,G.P.,0,passado,paroxítona,CV-CV-CV,consoante,8,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6461,4,s,3,72,239,levavol,NA,NA,oxítona,G.P.,0,lavável,paroxítona,CV-CV-CVC,vogal,2,q,3,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6462,3,s,3,73,268,sefari,NA,NA,oxítona,G.P.,0,safári,paroxítona,CV-CV-CV,vogal,2,s,9,1,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6463,4,s,3,74,197,lafipa,NA,NA,paroxítona,G.P.,0,sádica,proparoxítona,CV-CV-CV,consoante,7,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6464,4,s,3,75,203,nafapir,NA,NA,oxítona,G.P.,0,cadáver,paroxítona,CV-CV-CVC,consoante,10,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6465,1,s,3,76,196,caputal,NA,NA,oxítona,G.P.,0,capital,oxítona,CV-CV-CVC,vogal,3,s,8,2,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6466,4,s,3,77,195,jopater,NA,NA,oxítona,G.P.,0,júpiter,proparoxítona,CV-CV-CVC,vogal,2,q,3,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6467,3,s,3,78,270,relital,NA,NA,oxítona,G.P.,0,recital,oxítona,CV-CV-CVC,consoante,2,q,7,2,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6468,4,s,3,79,221,ruvatel,NA,NA,oxítona,G.P.,0,mutável,paroxítona,CV-CV-CVC,consoante,9,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6469,2,s,3,80,208,dufical,NA,NA,oxítona,G.P.,0,difícil,paroxítona,CV-CV-CVC,vogal,2,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6470,2,s,3,81,279,revafa,NA,NA,paroxítona,G.P.,0,década,proparoxítona,CV-CV-CV,consoante,9,q,3,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6471,3,s,3,82,242,pileto,$pVl_9,paroxitona_6,paroxítona,G.P.,0,paletó,oxítona,CV-CV-CV,vogal,3,n,4,1,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6472,3,s,3,83,260,pefala,aCa_paroxitona_4,proparoxitona_6,proparoxítona,G.P.,0,pétala,proparoxítona,CV-CV-CV,consoante,2,n,6,2,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6473,1,s,3,84,265,cadada,ada_paroxitono_8,paroxitona_8,paroxítona,G.P.,0,canadá,oxítona,CV-CV-CV,consoante,3,n,2,2,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6474,2,s,3,85,193,zavaba,NA,NA,paroxítona,G.P.,0,paraná,oxítona,CV-CV-CV,consoante,7,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6475,4,s,3,86,256,volepor,NA,NA,oxítona,G.P.,0,comedor,oxítona,CV-CV-CVC,consoante,7,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6476,3,s,3,87,188,vacola,NA,NA,oxítona,G.P.,0,sacola,paroxítona,CV-CV-CV,consoante,2,q,7,1,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6477,2,s,3,88,278,napaver,NA,NA,oxítona,G.P.,0,caráter,paroxítona,CV-CV-CVC,consoante,9,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6478,2,s,3,89,216,zoricar,NA,NA,oxítona,G.P.,0,popular,oxítona,CV-CV-CVC,consoante,10,s,1,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6479,1,s,3,90,251,mutodo,NA,NA,paroxítona,G.P.,0,método,proparoxítona,CV-CV-CV,vogal,3,s,9,1,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6480,4,s,3,91,262,salanel,NA,NA,oxítona,G.P.,0,lavável,paroxítona,CV-CV-CVC,consoante,6,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6481,2,s,3,92,229,lapaca,NA,NA,paroxítona,G.P.,0,paraná,oxítona,CV-CV-CV,consoante,9,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6482,2,s,3,93,241,sedafa,NA,NA,paroxítona,G.P.,0,década,proparoxítona,CV-CV-CV,consoante,7,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6483,1,s,4,1,351,saculo,sem_padrao,proparoxitona_8,proparoxítona,G.P.,0,século,proparoxítona,CV-CV-CV,vogal,1,n,6,1,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6484,1,s,4,3,281,datural,NA,NA,oxítona,G.P.,0,natural,oxítona,CV-CV-CVC,consoante,1,s,10,1,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6485,2,s,4,4,327,molitur,NA,NA,oxítona,G.P.,0,militar,oxítona,CV-CV-CVC,vogal,2,q,3,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6486,1,s,4,5,355,metode,NA,NA,proparoxítona,G.P.,0,método,proparoxítona,CV-CV-CV,vogal,2,s,9,3,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6487,3,s,4,6,314,cobega,NA,NA,proparoxítona,G.P.,0,cócega,proparoxítona,CV-CV-CV,consoante,3,s,8,2,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6488,3,s,4,7,358,javoli,NA,NA,oxítona,G.P.,0,javali,oxítona,CV-CV-CV,vogal,2,s,10,2,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6489,3,s,4,9,352,lavavil,NA,NA,oxítona,G.P.,0,lavável,paroxítona,CV-CV-CVC,vogal,3,s,8,1,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6490,1,s,4,10,340,difucil,NA,NA,oxítona,G.P.,0,difícil,paroxítona,CV-CV-CVC,vogal,3,s,10,2,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6491,4,s,4,11,301,jalica,NA,NA,paroxítona,G.P.,0,jaleco,paroxítona,CV-CV-CV,vogal,2,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6492,1,s,4,12,295,cabital,NA,NA,oxítona,G.P.,0,capital,oxítona,CV-CV-CVC,consoante,1,s,9,2,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6493,4,s,4,13,331,lomenar,NA,NA,oxítona,G.P.,0,liminar,oxítona,CV-CV-CVC,vogal,2,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6494,1,s,4,14,284,metedo,NA,NA,proparoxítona,G.P.,0,método,proparoxítona,CV-CV-CV,vogal,2,s,9,2,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6495,2,s,4,15,311,lomipel,NA,NA,oxítona,G.P.,0,possível,paroxítona,CV-CV-CVC,consoante,10,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6496,4,s,4,16,348,cabori,NA,NA,oxítona,G.P.,0,cabaré,oxítona,CV-CV-CV,vogal,2,s,2,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6497,1,s,4,17,307,tabala,Vla_paroxitona_8,paroxitona_8,paroxítona,G.P.,0,tabela,paroxítona,CV-CV-CV,vogal,1,n,5,2,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6498,3,s,4,18,299,petale,NA,NA,oxítona,G.P.,0,pétala,proparoxítona,CV-CV-CV,vogal,2,s,9,3,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6499,2,s,4,19,354,lirufo,NA,NA,paroxítona,G.P.,0,título,proparoxítona,CV-CV-CV,consoante,7,q,3,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6500,2,s,4,20,304,pacevol,NA,NA,oxítona,G.P.,0,possível,paroxítona,CV-CV-CVC,vogal,3,q,3,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6501,3,s,4,21,316,paluto,palito_8,paroxitona_10,paroxítona,G.P.,0,paletó,oxítona,CV-CV-CV,vogal,3,n,1,2,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
6502,2,s,4,22,347,poranu,NA,NA,paroxítona,G.P.,0,paraná,oxítona,CV-CV-CV,vogal,2,s,1,0,18,Feminino,Superior Incompleto,Letras,inglês,piano,São Paulo
